0,1,2,3,4,5,6,7,8,9
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Notorious (1946),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Life Is Beautiful (La Vita è bella) (1997),Double Indemnity (1944),"Hustler, The (1961)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",In the Name of the Father (1993),Notorious (1946),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Grand Day Out with Wallace and Gromit, A (1989)",Life Is Beautiful (La Vita è bella) (1997),Double Indemnity (1944),Witness for the Prosecution (1957),Eastern Promises (2007),In Bruges (2008)
"Shawshank Redemption, The (1994)",In the Name of the Father (1993),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),North by Northwest (1959),Goodfellas (1990),"Grand Day Out with Wallace and Gromit, A (1989)","Boondock Saints, The (2000)",Double Indemnity (1944),"Outlaw Josey Wales, The (1976)"
"Shawshank Redemption, The (1994)","Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Creature Comforts (1989),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",FLCL (2000),"Day of the Doctor, The (2013)"
"Shawshank Redemption, The (1994)","Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Casablanca (1942),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Outlaw Josey Wales, The (1976)","Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),"Grand Day Out with Wallace and Gromit, A (1989)",Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988)
"Shawshank Redemption, The (1994)","Godfather, The (1972)","Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
Ran (1985),"Boot, Das (Boat, The) (1981)",Harold and Maude (1971),"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Boondock Saints, The (2000)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Hedwig and the Angry Inch (2000),Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),"Day of the Doctor, The (2013)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",North by Northwest (1959),Casablanca (1942),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),"Great Escape, The (1963)",Guess Who's Coming to Dinner (1967)
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),"Godfather, The (1972)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Creature Comforts (1989),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Rear Window (1954),Notorious (1946),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Double Indemnity (1944),Guess Who's Coming to Dinner (1967),Whiplash (2014),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Rear Window (1954),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Star Wars: Episode IV - A New Hope (1977),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)","Three Billboards Outside Ebbing, Missouri (2017)"
Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),Guess Who's Coming to Dinner (1967),Kelly's Heroes (1970)
"Shawshank Redemption, The (1994)","Godfather, The (1972)","Philadelphia Story, The (1940)",Paths of Glory (1957),Lawrence of Arabia (1962),Apocalypse Now (1979),"Godfather: Part II, The (1974)",Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Star Wars: Episode IV - A New Hope (1977),"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),Paths of Glory (1957),Lawrence of Arabia (1962),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)","Philadelphia Story, The (1940)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Harold and Maude (1971),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Double Indemnity (1944),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)"
Pulp Fiction (1994),Secrets & Lies (1996),Paths of Glory (1957),Ran (1985),Fight Club (1999),Yojimbo (1961),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Yojimbo (1961),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)","Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Star Wars: Episode IV - A New Hope (1977),In the Name of the Father (1993),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",In the Name of the Father (1993),"Godfather, The (1972)","Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)",Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)","Philadelphia Story, The (1940)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Ran (1985),"Boot, Das (Boat, The) (1981)",Fight Club (1999),Guess Who's Coming to Dinner (1967),Hedwig and the Angry Inch (2000),Grave of the Fireflies (Hotaru no haka) (1988)
Wallace & Gromit: The Best of Aardman Animation (1996),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Fight Club (1999),Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),"Shawshank Redemption, The (1994)","Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Little Big Man (1970),Double Indemnity (1944),Guess Who's Coming to Dinner (1967),"Hustler, The (1961)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)"
Crumb (1994),Ghost in the Shell (Kôkaku kidôtai) (1995),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Guess Who's Coming to Dinner (1967),Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),"Day of the Doctor, The (2013)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)","Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Touch of Evil (1958),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Ran (1985),Man Bites Dog (C'est arrivé près de chez vous) (1992),"Boondock Saints, The (2000)",Guess Who's Coming to Dinner (1967),Grave of the Fireflies (Hotaru no haka) (1988)
"Shawshank Redemption, The (1994)","Philadelphia Story, The (1940)",Notorious (1946),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Guess Who's Coming to Dinner (1967),"Outlaw Josey Wales, The (1976)",Mary and Max (2009),"Three Billboards Outside Ebbing, Missouri (2017)"
"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Philadelphia Story, The (1940)",His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),"Shawshank Redemption, The (1994)",Ghost in the Shell (Kôkaku kidôtai) (1995),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Goodfellas (1990),"Outlaw Josey Wales, The (1976)","Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),"Streetcar Named Desire, A (1951)",Lawrence of Arabia (1962),Touch of Evil (1958),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)","Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Godfather, The (1972)",Rear Window (1954),Casablanca (1942),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Fight Club (1999),Guess Who's Coming to Dinner (1967),"Three Billboards Outside Ebbing, Missouri (2017)"
Hoop Dreams (1994),Wallace & Gromit: The Best of Aardman Animation (1996),Secrets & Lies (1996),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Ran (1985),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Yojimbo (1961),Grave of the Fireflies (Hotaru no haka) (1988),"Three Billboards Outside Ebbing, Missouri (2017)"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Patton (1970),Yojimbo (1961),Guess Who's Coming to Dinner (1967),Kelly's Heroes (1970),"Day of the Doctor, The (2013)"
In the Name of the Father (1993),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),His Girl Friday (1940),"Streetcar Named Desire, A (1951)",Paths of Glory (1957),Lawrence of Arabia (1962),Ran (1985),Guess Who's Coming to Dinner (1967),"Day of the Doctor, The (2013)","Three Billboards Outside Ebbing, Missouri (2017)"
